Timestamp,Open,High,Low,Close,Volume,price
2025-01-07 13:00:00+00:00,3632.927336475147,3645.5545189236295,3631.955139647472,3635.3082005950355,21464806905.268906,3635.3082005950355
2025-01-07 14:00:00+00:00,3634.8150371693373,3641.486564520117,3605.7673400377203,3605.782561664522,21069367330.317165,3605.782561664522
2025-01-07 15:00:00+00:00,3605.1942183416886,3605.536479084552,3422.2323759243513,3465.8422624803106,26219206021.18466,3465.8422624803106
2025-01-07 16:00:00+00:00,3466.5756893184935,3490.0552569044453,3451.996226483278,3460.7319138099724,26745345622.622314,3460.7319138099724
2025-01-07 17:00:00+00:00,3459.813687385699,3468.764546739586,3419.708557111032,3443.7790637136445,27343563187.088646,3443.7790637136445
2025-01-07 18:00:00+00:00,3444.022848011023,3457.332444420863,3413.339004035749,3420.428591805247,27838816825.326584,3420.428591805247
2025-01-07 19:00:00+00:00,3420.132912488099,3435.3834165784438,3379.9249998575156,3382.254017371653,29477664712.266563,3382.254017371653
2025-01-07 20:00:00+00:00,3384.3043717737705,3397.462389657324,3366.2759183673115,3381.12641627773,30473479040.21805,3381.12641627773
2025-01-07 21:00:00+00:00,3380.184181517315,3411.260657903088,3368.053708629108,3369.8888465617933,31113417188.442513,3369.8888465617933
2025-01-07 22:00:00+00:00,3370.109624838418,3394.6492425109136,3356.9793563518747,3394.6501393752233,31939791828.266636,3394.6501393752233
2025-01-07 23:00:00+00:00,3395.6528869177364,3395.6644796945216,3375.033312545813,3381.530451381755,32234865806.40537,3381.530451381755
2025-01-08 00:00:00+00:00,3381.5686651203628,3413.705935577229,3379.4896123751064,3412.0831101447975,32640830569.29793,3412.0831101447975
2025-01-08 01:00:00+00:00,3411.6648907068416,3412.3351987603646,3376.5583459913864,3388.5234158785943,32857739247.7181,3388.5234158785943
2025-01-08 02:00:00+00:00,3388.4388495848107,3402.151110681188,3383.0126414394726,3384.2559213653963,33170261302.558174,3384.2559213653963
2025-01-08 03:00:00+00:00,3384.3307244044313,3385.7849621237324,3344.1407980642275,3359.8365867923953,34322203507.416805,3359.8365867923953
2025-01-08 04:00:00+00:00,3360.616516059634,3372.884828191452,3344.084815990048,3346.791741031776,35099993790.2057,3346.791741031776
2025-01-08 05:00:00+00:00,3346.718343429709,3371.777829244107,3338.577834386309,3350.7637562892496,35649248525.48143,3350.7637562892496
2025-01-08 06:00:00+00:00,3350.9073932806473,3361.2560360854964,3307.7135937864095,3307.7135937864095,36705423698.61057,3307.7135937864095
2025-01-08 07:00:00+00:00,3307.1797422921272,3357.2057540215847,3307.448565224031,3354.289063457544,37679818026.545586,3354.289063457544
2025-01-08 08:00:00+00:00,3354.6069382352607,3374.872301669621,3351.3203997905207,3367.7883785404456,38222164504.493324,3367.7883785404456
2025-01-08 09:00:00+00:00,3366.5595465959655,3372.9268353446037,3351.157334627167,3351.157334627167,38272263936.54399,3351.157334627167
2025-01-08 10:00:00+00:00,3352.0454476993636,3370.933843895125,3346.281188891357,3362.557927765673,38457181106.26625,3362.557927765673
2025-01-08 11:00:00+00:00,3362.264991868401,3365.813654429518,3324.086342027245,3347.880884864969,38508589589.499626,3347.880884864969
2025-01-08 12:00:00+00:00,3348.141247846319,3359.2130343440126,3338.869844494369,3340.059992254439,38639252895.1853,3340.059992254439
2025-01-08 13:00:00+00:00,3339.6346964556,3364.928421042271,3339.028772742852,3360.941333769956,39780422084.83962,3360.941333769956
2025-01-08 14:00:00+00:00,3360.6678890660614,3379.1750964604757,3348.5282461198,3364.336064963169,39883581659.65013,3364.336064963169
2025-01-08 15:00:00+00:00,3365.5284190325197,3385.0327505948762,3333.167583646263,3345.4271079562077,33989398416.528454,3345.4271079562077
2025-01-08 16:00:00+00:00,3345.3417596328536,3346.858561801889,3311.17960535129,3314.406484697392,33484902264.467407,3314.406484697392
2025-01-08 17:00:00+00:00,3314.616208108069,3317.463511416072,3208.8435898667485,3260.783766691804,35735451531.223946,3260.783766691804
2025-01-08 18:00:00+00:00,3262.360234319106,3328.5400971178865,3260.7413244358877,3281.871353864766,36472292279.12002,3281.871353864766
2025-01-08 19:00:00+00:00,3282.2266232960374,3308.583412621549,3273.967319153457,3281.6418025311727,36653954563.25839,3281.6418025311727
2025-01-08 20:00:00+00:00,3281.8783850331415,3290.3147626375853,3266.9067115836806,3283.003497421076,35218650716.83438,3283.003497421076
2025-01-08 21:00:00+00:00,3283.514585991836,3303.6032942628126,3270.5827024491173,3298.3279981379055,34903170656.04992,3298.3279981379055
